id,category,title,authors,year,venue,doi,url,source_kind,cited_by_count,relevance_score,query,relevance,openalex_id,abstract
SRC-0126,allosteric_pocket_prediction,DeepAllo: allosteric site prediction using protein language model (pLM) with multitask learning,Moaaz Khokhar; Özlem Keskin; Attila Gürsoy,2025,Bioinformatics,10.1093/bioinformatics/btaf294,https://doi.org/10.1093/bioinformatics/btaf294,article,13,407.79453,DeepAllo allosteric site prediction protein language model,scholarly source returned for targeted project query,https://openalex.org/W4410383164,"MOTIVATION: Allostery, the process by which binding at one site perturbs a distant site, is being rendered as a key focus in the field of drug development with its substantial impact on protein function. The identification of allosteric pockets (sites) is a challenging task and several techniques have been developed, including Machine Learning to predict allosteric pockets that utilize both static and pocket features. RESULTS: Our work, DeepAllo, is the first study that combines fine-tuned protein language model (pLM) with FPocket features and shows an increase in prediction performance of allosteric sites over previous studies. The pLM model was fine-tuned on AlloSteric Database (ASD) in Multitask Learning setting and was further used as a feature extractor to train XGBoost and AutoML models. The best model predicts allosteric pockets with 89.66% F1 score and 90.5% of allosteric pockets in the top 3 positions, outperforming previous results. A case study has been performed on proteins with known allosteric pockets, which shows the proof of our approach. Moreover, an effort was made to explain the pLM by visualizing its attention mechanism among allosteric and non-allosteric residu"
SRC-0127,equivariant_networks,Graph convolutional networks: a comprehensive review,Si Zhang; Hanghang Tong; Jiejun Xu; Ross Maciejewski,2019,Computational Social Networks,10.1186/s40649-019-0069-y,https://doi.org/10.1186/s40649-019-0069-y,review,1771,57.34719,E(n) equivariant graph neural networks molecules proteins | equivariant graph neural network protein molecules SE(3),scholarly source returned for targeted project query,https://openalex.org/W2985331920,"Graphs naturally appear in numerous application domains, ranging from social analysis, bioinformatics to computer vision. The unique capability of graphs enables capturing the structural relations among data, and thus allows to harvest more insights compared to analyzing data in isolation. However, it is often very challenging to solve the learning problems on graphs, because (1) many types of data are not originally structured as graphs, such as images and text data, and (2) for graph-structured data, the underlying connectivity patterns are often complex and diverse. On the other hand, the representation learning has achieved great successes in many areas. Thereby, a potential solution is to learn the representation of graphs in a low-dimensional Euclidean space, such that the graph properties can be preserved. Although tremendous efforts have been made to address the graph representation learning problem, many of them still suffer from their shallow learning mechanisms. Deep learning models on graphs (e.g., graph neural networks) have recently emerged in machine learning and other related areas, and demonstrated the superior performance in various problems. In this survey, despi"
SRC-0128,dna_replication_stress,Mechanisms of Multidrug Resistance in Cancer Chemotherapy,Karol Bukowski; Mateusz Kciuk; Renata Kontek,2020,International Journal of Molecular Sciences,10.3390/ijms21093233,https://doi.org/10.3390/ijms21093233,review,1733,55.557926,PCNA DNA replication stress cancer biology,scholarly source returned for targeted project query,https://openalex.org/W3021909056,"Cancer is one of the main causes of death worldwide. Despite the significant development of methods of cancer healing during the past decades, chemotherapy still remains the main method for cancer treatment. Depending on the mechanism of action, commonly used chemotherapeutic agents can be divided into several classes (antimetabolites, alkylating agents, mitotic spindle inhibitors, topoisomerase inhibitors, and others). Multidrug resistance (MDR) is responsible for over 90% of deaths in cancer patients receiving traditional chemotherapeutics or novel targeted drugs. The mechanisms of MDR include elevated metabolism of xenobiotics, enhanced efflux of drugs, growth factors, increased DNA repair capacity, and genetic factors (gene mutations, amplifications, and epigenetic alterations). Rapidly increasing numbers of biomedical studies are focused on designing chemotherapeutics that are able to evade or reverse MDR. The aim of this review is not only to demonstrate the latest data on the mechanisms of cellular resistance to anticancer agents currently used in clinical treatment but also to present the mechanisms of action of novel potential antitumor drugs which have been designed to ov"
SRC-0129,equivariant_networks,E(3)-equivariant graph neural networks for data-efficient and accurate interatomic potentials,Simon Batzner; Albert Musaelian; Lixin Sun; Mario Geiger; Jonathan P. Mailoa; Mordechai Kornbluth; Nicola Molinari; Tess Smidt,2022,Nature Communications,10.1038/s41467-022-29939-5,https://doi.org/10.1038/s41467-022-29939-5,article,1615,75.33333,E(n) equivariant graph neural networks molecules proteins | equivariant graph neural network protein molecules SE(3),scholarly source returned for targeted project query,https://openalex.org/W4225405705,"This work presents Neural Equivariant Interatomic Potentials (NequIP), an E(3)-equivariant neural network approach for learning interatomic potentials from ab-initio calculations for molecular dynamics simulations. While most contemporary symmetry-aware models use invariant convolutions and only act on scalars, NequIP employs E(3)-equivariant convolutions for interactions of geometric tensors, resulting in a more information-rich and faithful representation of atomic environments. The method achieves state-of-the-art accuracy on a challenging and diverse set of molecules and materials while exhibiting remarkable data efficiency. NequIP outperforms existing models with up to three orders of magnitude fewer training data, challenging the widely held belief that deep neural networks require massive training sets. The high data efficiency of the method allows for the construction of accurate potentials using high-order quantum chemical level of theory as reference and enables high-fidelity molecular dynamics simulations over long time scales."
SRC-0130,invalid_protein_ml,Optical coherence tomography angiography,Richard F. Spaide; James G. Fujimoto; Nadia K. Waheed; Srinivas R. Sadda; Giovanni Staurenghi,2017,Progress in Retinal and Eye Research,10.1016/j.preteyeres.2017.11.003,https://doi.org/10.1016/j.preteyeres.2017.11.003,review,1697,48.47685,common causes invalid protein machine learning results data leakage,scholarly source returned for targeted project query,https://openalex.org/W2775636951,"Optical coherence tomography (OCT) was one of the biggest advances in ophthalmic imaging. Building on that platform, OCT angiography (OCTA) provides depth resolved images of blood flow in the retina and choroid with levels of detail far exceeding that obtained with older forms of imaging. This new modality is challenging because of the need for new equipment and processing techniques, current limitations of imaging capability, and rapid advancements in both imaging and in our understanding of the imaging and applicable pathophysiology of the retina and choroid. These factors lead to a steep learning curve, even for those with a working understanding dye-based ocular angiography. All for a method of imaging that is a little more than 10 years old. This review begins with a historical account of the development of OCTA, and the methods used in OCTA, including signal processing, image generation, and display techniques. This forms the basis to understand what OCTA images show as well as how image artifacts arise. The anatomy and imaging of specific vascular layers of the eye are reviewed. The integration of OCTA in multimodal imaging in the evaluation of retinal vascular occlusive dis"
SRC-0131,calibration,PROBAST: A Tool to Assess Risk of Bias and Applicability of Prediction Model Studies: Explanation and Elaboration,Karel G.M. Moons; Robert Wolff; Richard D Riley; Penny Whiting; Marie Westwood; Gary S. Collins; Johannes B. Reitsma; Jos Kleijnen,2018,Annals of Internal Medicine,10.7326/m18-1377,https://doi.org/10.7326/m18-1377,article,1565,53.496243,model calibration metrics expected calibration error biomedical machine learning,scholarly source returned for targeted project query,https://openalex.org/W2907638671,"Prediction models in health care use predictors to estimate for an individual the probability that a condition or disease is already present (diagnostic model) or will occur in the future (prognostic model). Publications on prediction models have become more common in recent years, and competing prediction models frequently exist for the same outcome or target population. Health care providers, guideline developers, and policymakers are often unsure which model to use or recommend, and in which persons or settings. Hence, systematic reviews of these studies are increasingly demanded, required, and performed. A key part of a systematic review of prediction models is examination of risk of bias and applicability to the intended population and setting. To help reviewers with this process, the authors developed PROBAST (Prediction model Risk Of Bias ASsessment Tool) for studies developing, validating, or updating (for example, extending) prediction models, both diagnostic and prognostic. PROBAST was developed through a consensus process involving a group of experts in the field. It includes 20 signaling questions across 4 domains (participants, predictors, outcome, and analysis). This "
SRC-0132,dna_replication_stress,Advances in epigenetics link genetics to the environment and disease,Giacomo Cavalli; Édith Heard,2019,Nature,10.1038/s41586-019-1411-0,https://doi.org/10.1038/s41586-019-1411-0,review,1520,61.90531,PCNA DNA replication stress cancer biology,scholarly source returned for targeted project query,https://openalex.org/W2963537251,
SRC-0133,protein_graph_construction,Improved protein structure prediction using predicted interresidue orientations,Jianyi Yang; Ivan Anishchenko; Hahnbeom Park; Zhenling Peng; Sergey Ovchinnikov; David Baker,2020,Proceedings of the National Academy of Sciences,10.1073/pnas.1914677117,https://doi.org/10.1073/pnas.1914677117,article,1551,55.07001,protein structure graph neural network contact map features,scholarly source returned for targeted project query,https://openalex.org/W2997234557,"The prediction of interresidue contacts and distances from coevolutionary data using deep learning has considerably advanced protein structure prediction. Here, we build on these advances by developing a deep residual network for predicting interresidue orientations, in addition to distances, and a Rosetta-constrained energy-minimization protocol for rapidly and accurately generating structure models guided by these restraints. In benchmark tests on 13th Community-Wide Experiment on the Critical Assessment of Techniques for Protein Structure Prediction (CASP13)- and Continuous Automated Model Evaluation (CAMEO)-derived sets, the method outperforms all previously described structure-prediction methods. Although trained entirely on native proteins, the network consistently assigns higher probability to de novo-designed proteins, identifying the key fold-determining residues and providing an independent quantitative measure of the ""ideality"" of a protein structure. The method promises to be useful for a broad range of protein structure prediction and design problems."
SRC-0134,residue_level_gnns,Deep learning for computational biology,Christof Angermueller; Tanel Pärnamaa; Leopold Parts; Oliver Stegle,2016,Molecular Systems Biology,10.15252/msb.20156651,https://doi.org/10.15252/msb.20156651,review,1519,61.519344,residue level graph neural network protein binding site prediction,scholarly source returned for targeted project query,https://openalex.org/W2502949459,"Technological advances in genomics and imaging have led to an explosion of molecular and cellular profiling data from large numbers of samples. This rapid increase in biological data dimension and acquisition rate is challenging conventional analysis strategies. Modern machine learning methods, such as deep learning, promise to leverage very large data sets for finding hidden structure within them, and for making accurate predictions. In this review, we discuss applications of this new breed of analysis approaches in regulatory genomics and cellular imaging. We provide background of what deep learning is, and the settings in which it can be successfully applied to derive biological insights. In addition to presenting specific applications and providing tips for practical use, we also highlight possible pitfalls and limitations to guide computational biologists when and how to make the most use of this new technology."
SRC-0135,seed_variance,Deep Reinforcement Learning That Matters,Peter Henderson; Riashat Islam; Philip Bachman; Joëlle Pineau; Doina Precup; David Meger,2018,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v32i1.11694,https://doi.org/10.1609/aaai.v32i1.11694,article,1487,49.021584,random seed variance deep learning reproducibility,scholarly source returned for targeted project query,https://openalex.org/W2754517384,"In recent years, significant progress has been made in solving challenging problems across various domains using deep reinforcement learning (RL). Reproducing existing work and accurately judging the improvements offered by novel methods is vital to sustaining this progress. Unfortunately, reproducing results for state-of-the-art deep RL methods is seldom straightforward. In particular, non-determinism in standard benchmark environments, combined with variance intrinsic to the methods, can make reported results tough to interpret. Without significance metrics and tighter standardization of experimental reporting, it is difficult to determine whether improvements over the prior state-of-the-art are meaningful. In this paper, we investigate challenges posed by reproducibility, proper experimental techniques, and reporting procedures. We illustrate the variability in reported metrics and results when comparing against common baselines and suggest guidelines to make future results in deep RL more reproducible. We aim to spur discussion about how to ensure continued progress in the field by minimizing wasted effort stemming from results that are non-reproducible and easily misinterprete"
SRC-0136,enhanced_sampling,Molecular dynamics simulations and drug discovery,Jacob D. Durrant; J. Andrew McCammon,2011,BMC Biology,10.1186/1741-7007-9-71,https://doi.org/10.1186/1741-7007-9-71,review,1370,61.37477,enhanced sampling ligand binding cryptic pocket review,scholarly source returned for targeted project query,https://openalex.org/W2118571345,"This review discusses the many roles atomistic computer simulations of macromolecular (for example, protein) receptors and their associated small-molecule ligands can play in drug discovery, including the identification of cryptic or allosteric binding sites, the enhancement of traditional virtual-screening methodologies, and the direct prediction of small-molecule binding energies. The limitations of current simulation methodologies, including the high computational costs and approximations of molecular forces required, are also discussed. With constant improvements in both computer power and algorithm design, the future of computer-aided drug design is promising; molecular dynamics simulations are likely to play an increasingly important role."
SRC-0137,protein_dynamics,CryptoSite: Expanding the Druggable Proteome by Characterization and Prediction of Cryptic Binding Sites,Peter Cimermančič; Patrick Weinkam; T.J. Rettenmaier; Leon Bichmann; D.A. Keedy; R.A. Woldeyes; Dina Schneidman‐Duhovny; Omar Demerdash,2016,Journal of Molecular Biology,10.1016/j.jmb.2016.01.029,https://doi.org/10.1016/j.jmb.2016.01.029,article,282,276.3926,protein dynamics conformational change cryptic pocket molecular dynamics,scholarly source returned for targeted project query,https://openalex.org/W2265102996,
SRC-0138,fpocket; pocket_volume_md,MDpocket: open-source cavity detection and characterization on molecular dynamics trajectories,Peter Schmidtke; Axel Bidon‐Chanal; F. Javier Luque; Xavier Barril,2011,Bioinformatics,10.1093/bioinformatics/btr550,https://doi.org/10.1093/bioinformatics/btr550,article,385,253.11107,MDpocket protein pocket molecular dynamics | fpocket protein pocket detection | pocket volume tracking molecular dynamics MDpocket,scholarly source returned for targeted project query,https://openalex.org/W2158076215,"MOTIVATION: A variety of pocket detection algorithms are now freely or commercially available to the scientific community for the analysis of static protein structures. However, since proteins are dynamic entities, enhancing the capabilities of these programs for the straightforward detection and characterization of cavities taking into account protein conformational ensembles should be valuable for capturing the plasticity of pockets, and therefore allow gaining insight into structure-function relationships. RESULTS: This article describes a new method, called MDpocket, providing a fast, free and open-source tool for tracking small molecule binding sites and gas migration pathways on molecular dynamics (MDs) trajectories or other conformational ensembles. MDpocket is based on the fpocket cavity detection algorithm and a valuable contribution to existing analysis tools. The capabilities of MDpocket are illustrated for three relevant cases: (i) the detection of transient subpockets using an ensemble of crystal structures of HSP90; (ii) the detection of known xenon binding sites and migration pathways in myoglobin; and (iii) the identification of suitable pockets for molecular dockin"
SRC-0139,cryptic_pocket_prediction,The Biology of Proteostasis in Aging and Disease,Johnathan Labbadia; Richard I. Morimoto,2015,Annual Review of Biochemistry,10.1146/annurev-biochem-060614-033955,https://doi.org/10.1146/annurev-biochem-060614-033955,review,1480,29.541801,cryptic pockets molecular dynamics detection review,scholarly source returned for targeted project query,https://openalex.org/W2152231829,"Loss of protein homeostasis (proteostasis) is a common feature of aging and disease that is characterized by the appearance of nonnative protein aggregates in various tissues. Protein aggregation is routinely suppressed by the proteostasis network (PN), a collection of macromolecular machines that operate in diverse ways to maintain proteome integrity across subcellular compartments and between tissues to ensure a healthy life span. Here, we review the composition, function, and organizational properties of the PN in the context of individual cells and entire organisms and discuss the mechanisms by which disruption of the PN, and related stress response pathways, contributes to the initiation and progression of disease. We explore emerging evidence that disease susceptibility arises from early changes in the composition and activity of the PN and propose that a more complete understanding of the temporal and spatial properties of the PN will enhance our ability to develop effective treatments for protein conformational diseases."
SRC-0140,metrics,Effective gene expression prediction from sequence by integrating long-range interactions,Žiga Avsec; Vikram Agarwal; Daniel Visentin; Joseph R. Ledsam; Agnieszka Grabska‐Barwińska; Kyle R. Taylor; Yannis Assael; John Jumper,2021,Nature Methods,10.1038/s41592-021-01252-x,https://doi.org/10.1038/s41592-021-01252-x,article,1239,59.76753,AUROC AUPRC limitations imbalanced classification bioinformatics,scholarly source returned for targeted project query,https://openalex.org/W3203588026,"How noncoding DNA determines gene expression in different cell types is a major unsolved problem, and critical downstream applications in human genetics depend on improved solutions. Here, we report substantially improved gene expression prediction accuracy from DNA sequences through the use of a deep learning architecture, called Enformer, that is able to integrate information from long-range interactions (up to 100 kb away) in the genome. This improvement yielded more accurate variant effect predictions on gene expression for both natural genetic variants and saturation mutagenesis measured by massively parallel reporter assays. Furthermore, Enformer learned to predict enhancer-promoter interactions directly from the DNA sequence competitively with methods that take direct experimental data as input. We expect that these advances will enable more effective fine-mapping of human disease associations and provide a framework to interpret cis-regulatory evolution."
SRC-0141,enhanced_sampling,Epigenetic protein families: a new frontier for drug discovery,C.H. Arrowsmith; C. Bountra; Paul V. Fish; Kevin Lee; Matthieu Schapira,2012,Nature Reviews Drug Discovery,10.1038/nrd3674,https://doi.org/10.1038/nrd3674,review,1303,45.445255,enhanced sampling ligand binding cryptic pocket review,scholarly source returned for targeted project query,https://openalex.org/W2076333986,
SRC-0142,protein_graph_construction,Deciphering cell–cell interactions and communication from gene expression,Erick Armingol; Adam Officer; Olivier Harismendy; Nathan E. Lewis,2020,Nature Reviews Genetics,10.1038/s41576-020-00292-x,https://doi.org/10.1038/s41576-020-00292-x,review,1288,44.70102,protein graph construction graph neural networks residue contact edges,scholarly source returned for targeted project query,https://openalex.org/W3099810371,"Cell–cell interactions orchestrate organismal development, homeostasis and single-cell functions. When cells do not properly interact or improperly decode molecular messages, disease ensues. Thus, the identification and quantification of intercellular signalling pathways has become a common analysis performed across diverse disciplines. The expansion of protein–protein interaction databases and recent advances in RNA sequencing technologies have enabled routine analyses of intercellular signalling from gene expression measurements of bulk and single-cell data sets. In particular, ligand–receptor pairs can be used to infer intercellular communication from the coordinated expression of their cognate genes. In this Review, we highlight discoveries enabled by analyses of cell–cell interactions from transcriptomic data and review the methods and tools used in this context. Cell–cell interactions and communication can be inferred from RNA sequencing data of, for example, ligand–receptor pairs. The authors review insights gained and the methods and tools used in studies of cell–cell interactions based on transcriptomic data."
SRC-0143,calibration,Technology Roadmap for Flexible Sensors,Yifei Luo; Mohammad Reza Abidian; Jong‐Hyun Ahn; Deji Akinwande; Anne M. Andrews; Markus Antonietti; Zhenan Bao; Magnus Berggren,2023,ACS Nano,10.1021/acsnano.2c12606,https://doi.org/10.1021/acsnano.2c12606,review,1225,56.12485,model calibration metrics expected calibration error biomedical machine learning,scholarly source returned for targeted project query,https://openalex.org/W4323653529,"Humans rely increasingly on sensors to address grand challenges and to improve quality of life in the era of digitalization and big data. For ubiquitous sensing, flexible sensors are developed to overcome the limitations of conventional rigid counterparts. Despite rapid advancement in bench-side research over the last decade, the market adoption of flexible sensors remains limited. To ease and to expedite their deployment, here, we identify bottlenecks hindering the maturation of flexible sensors and propose promising solutions. We first analyze challenges in achieving satisfactory sensing performance for real-world applications and then summarize issues in compatible sensor-biology interfaces, followed by brief discussions on powering and connecting sensor networks. Issues en route to commercialization and for sustainable growth of the sector are also analyzed, highlighting environmental concerns and emphasizing nontechnical issues such as business, regulatory, and ethical considerations. Additionally, we look at future intelligent flexible sensors. In proposing a comprehensive roadmap, we hope to steer research efforts towards common goals and to guide coordinated development str"
SRC-0144,binding_site_prediction,Alternative Splicing: New Insights from Global Analyses,Benjamin J. Blencowe,2006,Cell,10.1016/j.cell.2006.06.023,https://doi.org/10.1016/j.cell.2006.06.023,review,1123,78.098755,ligand binding site prediction protein structure survey,scholarly source returned for targeted project query,https://openalex.org/W2001952613,
SRC-0145,pcna_targeting,Targeting the “Undruggable”: Small-Molecule Inhibitors of Proliferating Cell Nuclear Antigen (PCNA) in the Spotlight in Cancer Therapy,Tiantian Wang; Zengtao Wang,2025,Journal of Medicinal Chemistry,10.1021/acs.jmedchem.4c00526,https://doi.org/10.1021/acs.jmedchem.4c00526,review,10,295.73233,targeting proliferating cell nuclear antigen cancer small molecule inhibitor,scholarly source returned for targeted project query,https://openalex.org/W4407156102,"PCNA plays multiple roles in cancer development, including cell proliferation regulation, DNA repair, replication, and serving as a widely used biomarker and therapeutic target. Despite its significant role in oncology, PCNA has historically been considered “undruggable” due to the absence of known endogenous small molecule modulators and identifiable ligand binding sites. Unlike other protein–protein interfaces, PCNA lacks explicit binding grooves, featuring a relatively small and shallow surface pocket, which hinders the discovery of traditional small molecule targets. Recent breakthroughs have introduced promising PCNA-targeting candidates, with ATX-101 and AOH1996 entering phase I clinical trials for cancer therapy, garnering academic and industry interest. These achievements provide new evidence for PCNA as a drug target. This article provides insight and perspective on the application of small-molecule PCNA inhibitors in cancer treatment, covering PCNA function, its relationship with cancer, structural modification of small molecule inhibitors, and discovery strategies."
SRC-0146,calibration,Review of the BCI Competition IV,Michael Tangermann; Klaus‐Robert Müller; Ad Aertsen; Niels Birbaumer; Christoph Braun; Clemens Brunner; Robert Leeb; Carsten Mehring,2012,Frontiers in Neuroscience,10.3389/fnins.2012.00055,https://doi.org/10.3389/fnins.2012.00055,article,1201,50.57002,model calibration metrics expected calibration error biomedical machine learning,scholarly source returned for targeted project query,https://openalex.org/W2119163516,"The BCI competition IV stands in the tradition of prior BCI competitions that aim to provide high quality neuroscientific data for open access to the scientific community. As experienced already in prior competitions not only scientists from the narrow field of BCI compete, but scholars with a broad variety of backgrounds and nationalities. They include high specialists as well as students. The goals of all BCI competitions have always been to challenge with respect to novel paradigms and complex data. We report on the following challenges: (1) asynchronous data, (2) synthetic, (3) multi-class continuous data, (4) session-to-session transfer, (5) directionally modulated MEG, (6) finger movements recorded by ECoG. As after past competitions, our hope is that winning entries may enhance the analysis methods of future BCIs."
SRC-0147,reproducibility,Radiomics in medical imaging—“how-to” guide and critical reflection,Janita E. van Timmeren; D. Cester; Stephanie Tanadini‐Lang; Hatem Alkadhi; Bettina Baeßler,2020,Insights into Imaging,10.1186/s13244-020-00887-2,https://doi.org/10.1186/s13244-020-00887-2,review,1244,39.129406,reproducibility computational biology machine learning checklist | reproducibility crisis computational biology machine learning,scholarly source returned for targeted project query,https://openalex.org/W3048802680,"Radiomics is a quantitative approach to medical imaging, which aims at enhancing the existing data available to clinicians by means of advanced mathematical analysis. Through mathematical extraction of the spatial distribution of signal intensities and pixel interrelationships, radiomics quantifies textural information by using analysis methods from the field of artificial intelligence. Various studies from different fields in imaging have been published so far, highlighting the potential of radiomics to enhance clinical decision-making. However, the field faces several important challenges, which are mainly caused by the various technical factors influencing the extracted radiomic features.The aim of the present review is twofold: first, we present the typical workflow of a radiomics analysis and deliver a practical ""how-to"" guide for a typical radiomics analysis. Second, we discuss the current limitations of radiomics, suggest potential improvements, and summarize relevant literature on the subject."
SRC-0148,equivariant_networks,Scaling deep learning for materials discovery,Amil Merchant; Simon Batzner; Samuel S. Schoenholz; Muratahan Aykol; Gowoon Cheon; Ekin D. Cubuk,2023,Nature,10.1038/s41586-023-06735-9,https://doi.org/10.1038/s41586-023-06735-9,article,1138,55.747677,E(n) equivariant graph neural networks molecules proteins | SE(3) transformer protein structure deep learning | equivariant graph neural network protein molecules SE(3),scholarly source returned for targeted project query,https://openalex.org/W4389132751,"Abstract Novel functional materials enable fundamental breakthroughs across technological applications from clean energy to information processing 1–11 . From microchips to batteries and photovoltaics, discovery of inorganic crystals has been bottlenecked by expensive trial-and-error approaches. Concurrently, deep-learning models for language, vision and biology have showcased emergent predictive capabilities with increasing data and computation 12–14 . Here we show that graph networks trained at scale can reach unprecedented levels of generalization, improving the efficiency of materials discovery by an order of magnitude. Building on 48,000 stable crystals identified in continuing studies 15–17 , improved efficiency enables the discovery of 2.2 million structures below the current convex hull, many of which escaped previous human chemical intuition. Our work represents an order-of-magnitude expansion in stable materials known to humanity. Stable discoveries that are on the final convex hull will be made available to screen for technological applications, as we demonstrate for layered materials and solid-electrolyte candidates. Of the stable structures, 736 have already been indep"
SRC-0149,cryptic_pocket_prediction; enhanced_sampling,Computational approaches streamlining drug discovery,Anastasiia Sadybekov; Vsevolod Katritch,2023,Nature,10.1038/s41586-023-05905-z,https://doi.org/10.1038/s41586-023-05905-z,review,1118,50.210037,cryptic pocket prediction protein machine learning | cryptic pockets molecular dynamics detection review | enhanced sampling ligand binding cryptic pocket review,scholarly source returned for targeted project query,https://openalex.org/W4367049415,"Computer-aided drug discovery has been around for decades, although the past few years have seen a tectonic shift towards embracing computational technologies in both academia and pharma. This shift is largely defined by the flood of data on ligand properties and binding to therapeutic targets and their 3D structures, abundant computing capacities and the advent of on-demand virtual libraries of drug-like small molecules in their billions. Taking full advantage of these resources requires fast computational methods for effective ligand screening. This includes structure-based virtual screening of gigascale chemical spaces, further facilitated by fast iterative screening approaches. Highly synergistic are developments in deep learning predictions of ligand properties and target activities in lieu of receptor structure. Here we review recent advances in ligand discovery technologies, their potential for reshaping the whole process of drug discovery and development, as well as the challenges they encounter. We also discuss how the rapid identification of highly diverse, potent, target-selective and drug-like ligands to protein targets can democratize the drug discovery process, presen"
SRC-0150,fpocket,"Structure-Based Virtual Screening for Drug Discovery: Principles, Applications and Recent Advances",Evanthia Lionta; George M. Spyrou; Demetrios K. Vassilatis; Zoe Cournia,2014,Current Topics in Medicinal Chemistry,10.2174/1568026614666140929124445,https://doi.org/10.2174/1568026614666140929124445,review,1097,54.17738,MDpocket protein pocket molecular dynamics,scholarly source returned for targeted project query,https://openalex.org/W2031390939,"Structure-based drug discovery (SBDD) is becoming an essential tool in assisting fast and cost-efficient lead discovery and optimization. The application of rational, structure-based drug design is proven to be more efficient than the traditional way of drug discovery since it aims to understand the molecular basis of a disease and utilizes the knowledge of the three-dimensional structure of the biological target in the process. In this review, we focus on the principles and applications of Virtual Screening (VS) within the context of SBDD and examine different procedures ranging from the initial stages of the process that include receptor and library pre-processing, to docking, scoring and post-processing of topscoring hits. Recent improvements in structure-based virtual screening (SBVS) efficiency through ensemble docking, induced fit and consensus docking are also discussed. The review highlights advances in the field within the framework of several success studies that have led to nM inhibition directly from VS and provides recent trends in library design as well as discusses limitations of the method. Applications of SBVS in the design of substrates for engineered proteins tha"
SRC-0151,cryptic_pocket_prediction,"Small molecules, big targets: drug discovery faces the protein–protein interaction challenge",Duncan E. Scott; Andrew R. Bayly; Chris Abell; John Skidmore,2016,Nature Reviews Drug Discovery,10.1038/nrd.2016.29,https://doi.org/10.1038/nrd.2016.29,review,1120,42.85056,cryptic pockets molecular dynamics detection review,scholarly source returned for targeted project query,https://openalex.org/W2329592726,
SRC-0152,reproducibility,Towards the sustainable discovery and development of new antibiotics,Marcus Miethke; Marco Pieroni; Tilmann Weber; Mark Brönstrup; Peter Hammann; Ludovic Halby; Paola B. Arimondo; Philippe Glaser,2021,Nature Reviews Chemistry,10.1038/s41570-021-00313-1,https://doi.org/10.1038/s41570-021-00313-1,review,1143,31.270899,reproducibility crisis computational biology machine learning,scholarly source returned for targeted project query,https://openalex.org/W3194188670,
SRC-0153,protein_graph_construction,A graph‐theory algorithm for rapid protein side‐chain prediction,Adrian A. Canutescu; Andrey Shelenkov; Roland L. Dunbrack,2003,Protein Science,10.1110/ps.03154503,https://doi.org/10.1110/ps.03154503,article,1006,61.834164,protein graph construction graph neural networks residue contact edges,scholarly source returned for targeted project query,https://openalex.org/W2015403140,"Fast and accurate side-chain conformation prediction is important for homology modeling, ab initio protein structure prediction, and protein design applications. Many methods have been presented, although only a few computer programs are publicly available. The SCWRL program is one such method and is widely used because of its speed, accuracy, and ease of use. A new algorithm for SCWRL is presented that uses results from graph theory to solve the combinatorial problem encountered in the side-chain prediction problem. In this method, side chains are represented as vertices in an undirected graph. Any two residues that have rotamers with nonzero interaction energies are considered to have an edge in the graph. The resulting graph can be partitioned into connected subgraphs with no edges between them. These subgraphs can in turn be broken into biconnected components, which are graphs that cannot be disconnected by removal of a single vertex. The combinatorial problem is reduced to finding the minimum energy of these small biconnected components and combining the results to identify the global minimum energy conformation. This algorithm is able to complete predictions on a set of 180 p"
SRC-0154,metrics,A survey of uncertainty in deep neural networks,Jakob Gawlikowski; Cedrique Rovile Njieutcheu Tassi; Mohsin Ali; Jong‐Seok Lee; Matthias Humt; Jianxiang Feng; Anna Kruspe; Rudolph Triebel,2023,Artificial Intelligence Review,10.1007/s10462-023-10562-9,https://doi.org/10.1007/s10462-023-10562-9,article,1119,30.493988,AUROC AUPRC limitations imbalanced classification bioinformatics,scholarly source returned for targeted project query,https://openalex.org/W3183048323,"Abstract Over the last decade, neural networks have reached almost every field of science and become a crucial part of various real world applications. Due to the increasing spread, confidence in neural network predictions has become more and more important. However, basic neural networks do not deliver certainty estimates or suffer from over- or under-confidence, i.e. are badly calibrated. To overcome this, many researchers have been working on understanding and quantifying uncertainty in a neural network’s prediction. As a result, different types and sources of uncertainty have been identified and various approaches to measure and quantify uncertainty in neural networks have been proposed. This work gives a comprehensive overview of uncertainty estimation in neural networks, reviews recent advances in the field, highlights current challenges, and identifies potential research opportunities. It is intended to give anyone interested in uncertainty estimation in neural networks a broad overview and introduction, without presupposing prior knowledge in this field. For that, a comprehensive introduction to the most crucial sources of uncertainty is given and their separation into redu"
